Company Name,Structure,Type,Technical,Safety,Environmental,Societal,Cost,Weight,Size,Diameter,Length ,Metal,Plastic,Concrete,Residues,Position,Decision
CNR International (U.K.) Limited,PLU2392,Umbilical,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,11,0.054,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PLU2393,Umbilical,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,11,0.095,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PLU2394,Umbilical,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,11,0.086,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PLU3106,Umbilical,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.536,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PLU5076,Umbilical,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.175,Yes,Yes,No,Chemicals,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL111,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,5.28,Yes,No,Yes,Chemicals,Trenched and Burried,Leave In-Situ
Repsol Sinopec Resources UK Limited,PL772,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,2.514,Yes,No,No,Chemicals,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL170,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,2.519,Yes,No,No,Chemicals,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL3017,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,1.628,Yes,No,No,Chemicals,Seabed Laid,Full Removal
Ithaca Energy (UK) Limited,PL855,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,23.7,Yes,No,No,Chemicals,Trenched and Burried,Leave In-Situ
INEOS UK SNS Limited,PL2285,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,,,Yes,No,No,Chemicals,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,PL212,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,13.5,Yes,No,No,Chemicals,Trenched and Burried,Leave In-Situ
ConocoPhillips (U.K.) Limited,PL1096,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,5.1,Yes,No,No,Chemicals,Trenched and Burried,Leave In-Situ
Spirit Energy North Sea Limited,PL724,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,4.42,Yes,No,No,Chemicals,Trenched and Burried,Partial Removal
Fairfield Fagus Limited,PL735A,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.0035,Yes,No,No,Chemicals,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL735,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,3.239,Yes,No,No,Chemicals,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL735,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,3.237,Yes,No,No,Chemicals,Seabed Laid,Partial Removal
Tullow Oil SK Limited,PL2081,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.5,20.6,Yes,No,No,Chemicals,Trenched and Burried,Leave In-Situ
Tullow Oil SK Limited,PL932,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,33.9,Yes,No,No,Chemicals,Trenched and Burried,Leave In-Situ
Marathon Oil UK LLC,PL634,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,7,Yes,No,No,Chemicals,Trenched and Burried,Partial Removal
Marathon Oil UK LLC,PL635,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,7,Yes,No,No,Chemicals,Trenched and Burried,Partial Removal
Premier Oil E&P UK Limited,PL640,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.874,7.61327,Yes,No,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL225,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.875,1.818,Yes,No,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL226,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.875,1.625,Yes,No,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL227,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.875,5.346,Yes,No,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL228,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.875,3.311,Yes,No,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL229,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.875,2.91,Yes,No,No,Chemicals,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL230,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.875,2.701,Yes,No,No,Chemicals,Trenched and Burried,Full Removal
EnQuest Heather Limited,PL2581.1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,5.237,Yes,No,No,Chemicals,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2581.2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.027,Yes,No,No,Chemicals,Seabed Laid,Full Removal
EnQuest Heather Limited,PL4262.1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.009,Yes,No,No,Chemicals,Seabed Laid,Full Removal
EnQuest Heather Limited,PL4262.3-13,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.109,Yes,No,No,Chemicals,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2582.1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.061,Yes,No,No,Chemicals,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2582.2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,2.274,Yes,No,No,Chemicals,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2582.3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.027,Yes,No,No,Chemicals,Seabed Laid,Full Removal
EnQuest Heather Limited,PL4261.1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.008,Yes,No,No,Chemicals,Seabed Laid,Full Removal
EnQuest Heather Limited,PL4261.3-7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.081,Yes,No,No,Chemicals,Seabed Laid,Full Removal
Alpha Petroleum Resources Limited,PL2356,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,36.316,Yes,No,No,Chemicals,Trenched and Burried,Partial Removal
CNR International (U.K.) Limited,PL1549A,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.15,Yes,No,No,Chemicals,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2052,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,1.842,Yes,No,No,Chemicals,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL2052JB1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.039,Yes,No,No,Chemicals,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2052JB3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.039,Yes,No,No,Chemicals,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2052JB4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.039,Yes,No,No,Chemicals,Seabed Laid,Full Removal
Fairfield Fagus Limited,PL23837,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.1,No,Yes,No,Chemicals,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL4337,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,0.5,0.09,No,Yes,No,Chemicals,Seabed Laid,Partial Removal
Shell U.K. Limited,PL1488,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,8.3,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL1489,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,8.3,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL1497,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.017,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL1498,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.021,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL1500,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.03,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL1502,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.027,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL2782,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,11.63,5.202,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL2782,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,7.5,0.047,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL2783,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,11.63,0.485,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL126,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12.75,1.697,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL126A,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12.75,0.08,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL401,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12.75,54.043,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Repsol Sinopec Resources UK Limited,PL3022,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,0.012,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL3023,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,0.016,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL3024,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,0.2283,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL3025,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,0.016,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,PL1865,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.625984252,13.461,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Repsol Sinopec Resources UK Limited,PL1865A,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.625984252,13.189,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Spirit Energy North Sea Limited,PL2838,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,22.315,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL1546,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.236,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1547,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.236,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1550,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.358,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1549,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.276,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1548,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.276,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1660,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,11.3,0.221,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1550,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.25,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL1694,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,4.5,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Chrysaor Production (U.K.) Limited,PL1690,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.1,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2805,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.366,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2806,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.325,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2807,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.325,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,1.848,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Full Removal
EnQuest Heather Limited,PL3006,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.005,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.355,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.025,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.0618,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.025,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.0576,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.025,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.0447,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.025,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.064,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.025,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.04,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.025,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3006JAP6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.057,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3007,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,1.799,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Full Removal
EnQuest Heather Limited,PL3007,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.005,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL3007,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.352,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL1326,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,7.8,1.6,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PL1326JW10,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.1,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL1327,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,7.8,1.4,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PL1327JW12,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.1,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL1328,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,7.8,1.4,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PL1328JW11,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.2,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL1329,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.9,1.4,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PL1330,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,2.3,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PL1330JW10,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.5,0.1,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL1331,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,2.8,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Full Removal
Chrysaor Production (U.K.) Limited,PL2569,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.5,0.1,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL2571,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.5,0.1,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL1978 (7 to 9),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,20,0.2,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL1978 (1 to 6),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,20,0.2,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,PL194,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,24,3.673,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Partial Removal
Spirit Energy North Sea Limited,PL195,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,24,3.461,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Partial Removal
Shell U.K. Limited,PL1455A,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.5,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL1455B,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,26.6,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL1450 (1.09),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,5,0.3,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL1450 (1.08),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,5.5,2.4,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL1452 (1.17),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,7.5,0.3,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL1452 (1.15 & 1.16),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.25,1.6,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL1453 (1.12),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,7.5,0.3,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
Shell U.K. Limited,PL1453 (1.10 & 1.11),Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.25,1.6,Yes,Yes,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL2452,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.1,Yes,Yes,No,Hydrocarbon,Seabed Laid,Full Removal
