Company Name,Structure,Type,Technical,Safety,Environmental,Societal,Cost,Weight,Size,Diameter,Length ,Metal,Plastic,Concrete,Residues,Position,Decision
Shell U.K. Limited,Goldeneye Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,1580,,,,Yes,No,No,None,Seabed Laid,Partial Removal
Perenco UK Limited,Pickerill Alpha Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,248,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Perenco UK Limited,Pickerill Bravo Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,242,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
DNO North Sea (ROGB) Limited,Ketch Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,690,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
DNO North Sea (ROGB) Limited,Schooner Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,694,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
CNR International (U.K.) Limited,Ninian Northern Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,3550,,,,Yes,No,No,None,Trenched and Burried,Leave In-Situ
ConocoPhillips (U.K.) Limited,Viking BA Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,486,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking BC Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,276,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking BD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,216,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking BP Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,213,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking AR Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,141,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking KD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,147,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking LD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,147,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Perenco UK Limited,Tyne Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,173,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Perenco UK Limited,Guinevere Platform Jacket,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,616,,,,Yes,No,No,None,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,Beatrice AD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,2014,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Repsol Sinopec Resources UK Limited,Beatrice AP Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,1786,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Repsol Sinopec Resources UK Limited,Beatrice Bravo Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,2019,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Repsol Sinopec Resources UK Limited,Beatrice Charlie Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,530,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Repsol Sinopec Resources UK Limited,Wind Turbine Alpha Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,430,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Repsol Sinopec Resources UK Limited,Wind Turbine Bravo Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,430,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Ithaca Energy (UK) Limited,Jacky Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,354,,,,Yes,No,No,None,Trenched and Burried,Full Removal
Marathon Oil UK LLC,Brae Bravo Flare Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,50,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Spirit Energy North Sea Limited,Audrey WD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,104,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Spirit Energy North Sea Limited,Audrey XW Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,74,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Spirit Energy North Sea Limited,ST-1 Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,662,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking CD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,62.4,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking DD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,15.5,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking ED Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,15.5,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking GD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,15.5,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
ConocoPhillips (U.K.) Limited,Viking HD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,15.5,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Tullow Oil SK Limited,Horne & Wren Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,316,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Perenco UK Limited,Thames AP Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,1050,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Perenco UK Limited,Thames AW Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,748,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Perenco UK Limited,Thames AR Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,375,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
CNR International (U.K.) Limited,Murchison Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,3077,,,,Yes,No,No,None,Trenched and Burried,Leave In-Situ
RockRose UKCS8 LLC,East Brae Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,1030,,,,Yes,No,No,None,Trenched and Burried,Leave In-Situ
Marathon Oil UK LLC,Brae Alpha Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,3050,,,,Yes,No,No,None,Trenched and Burried,Leave In-Situ
Marathon Oil UK LLC,Brae Bravo Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,3340,,,,Yes,No,No,None,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,Brent Alpha Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,8645,,,,Yes,No,No,None,Trenched and Burried,Leave In-Situ
Eni Hewett Limited,48/29A-FTP Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,152,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Eni Hewett Limited,48/29A-P Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,137,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Eni Hewett Limited,48/29A-Q Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,414,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Eni Hewett Limited,48/29B Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,327,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Eni Hewett Limited,48/29C Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,496,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Eni Hewett Limited,52/5A Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,154,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Chrysaor Production (U.K.) Limited,LOGGS PR Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,98,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Chrysaor Production (U.K.) Limited,LOGGS PC Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,131,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Chrysaor Production (U.K.) Limited,LOGGS PP Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,131,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Chrysaor Production (U.K.) Limited,LOGGS PA Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,98,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Chrysaor Production (U.K.) Limited,North Valiant PD Platform Pile,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,39,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
Alpha Petroleum Resources Limited,Wenlock Piles,Pile,Full Removal,Partial Removal,Full Removal,Partial Removal,Leave In-Situ,351,,,,Yes,No,No,None,Trenched and Burried,Partial Removal
CNR International (U.K.) Limited,PL1550A,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,46,,12,0.276,Yes,No,No,None,Seabed Laid,Partial Removal
BP Exploration (Alpha) Limited,PL147,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,13,Yes,No,No,None,Trenched and Burried,Leave In-Situ
BP Exploration (Alpha) Limited,PL148,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,20,13,Yes,No,No,None,Seabed Laid,Leave In-Situ
Shell U.K. Limited,Gaupe Production Manifold,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,82.1,259.2,,,Yes,No,No,None,Seabed Laid,Full Removal
Repsol Sinopec North Sea Limited,Buchan Oil Export PLEM,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,163.2,105.435,,,Yes,No,No,None,Seabed Laid,Full Removal
Repsol Sinopec North Sea Limited,Hannay SSIV,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,47,98.952,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Goldeneye SSIV,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,53,214.24,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew D SSIV,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,44.3,304.304,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew D Subsea Distribution Unit,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,134.5,279.734,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew C FSM Protection Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,48,73.6,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew C BUTA Proection Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,48,80,,,Yes,No,No,None,Seabed Laid,Full Removal
ConocoPhillips (U.K.) Limited,Viking SSIV,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,38.5,,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Dunlin SSIV,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,34.566,183.372,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,DFGI RPS,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,73.274,834.731,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick SSIV,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,74.8,229.264,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick MWA Base Frame,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,76.6,366.24,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick MWA,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,108.2,962.55,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Riser Base 1,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,25.4,106.08,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Riser Base 2,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,19.8,82.212,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Riser Base 3,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,19.4,53.3,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Riser Base 4,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,19.5,53.3,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Subsea Distribution Unit 1,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.2,2.7,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Subsea Distribution Unit 2,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.1,2.7,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Subsea Distribution Unit 3,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.4,2.7,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Subsea Distribution Unit 4,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.2,2.7,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Ettrick Subsea Control Module,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.47,0.864,,,Yes,No,No,None,Seabed Laid,Full Removal
Nexen Petroleum UK Limited,Blackbird Subsea Control Modules,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.47,0.864,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice SSIV 1,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,12.5,76.626,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice SSIV 2,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,27,125.24,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice LRS 1,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,19.4,25.392,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice LRS 2,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,19.4,25.392,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice MWA 1,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,73.3,636.12,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice MWA 2,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,75.2,675.18,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Subsea Distribution Module,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1,1.2,,,Yes,No,No,None,Seabed Laid,Full Removal
Ithaca Energy (UK) Limited,Athena Riser Base,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,45,380,,,Yes,No,No,None,Seabed Laid,Full Removal
Ithaca Energy (UK) Limited,Athena MWA,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,552,,,,Yes,No,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Muchison Space Frame,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,55,,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,SALB,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,103.1,1368.9,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,West Don Riser Base Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,82,27,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,West Don Mid-Water Arch,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,298.8,45793.184,,,Yes,No,No,None,Seabed Laid,Full Removal
Alpha Petroleum Resources Limited,Wenlock Mid-Line Tee Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,5.4,27.72,,,Yes,No,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Abandoned Umbilical Tee at KN,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,23,34.658,,,Yes,No,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Gas Export SSIV Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,63,214.5,,,Yes,No,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff Gas Lift SSIV/Injection Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,40,245.514,,,Yes,No,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Kyle SSIV Structure,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,80,144,,,Yes,No,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,Banff to KN Umbilical Wet Splice,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,3,2.88,,,Yes,No,No,None,Seabed Laid,Full Removal
CNR International (U.K.) Limited,KN to KS Umbilical Wet Splice,Subsea,Partial Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1.5,1.872,,,Yes,No,No,None,Seabed Laid,Full Removal
Repsol Sinopec North Sea Limited,Buchan Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,237.5,2722.602,,,Yes,No,No,None,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,Caister Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,41,243,,,Yes,No,No,None,Seabed Laid,Full Removal
Perenco UK Limited,Tyne Subsea Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,13,760,,,Yes,No,No,None,Seabed Laid,Full Removal
Perenco UK Limited,Guinevere Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,190,,,,Yes,No,No,None,Seabed Laid,Partial Removal
Repsol Sinopec North Sea Limited,Beatrice AD Drilling Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,43,199.752,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Ann Subsea Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,101,960,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Alison Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,96.7,960,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Saturn Subsea Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,198.9,,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Audrey Drilling Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,99,,,,Yes,No,No,None,Seabed Laid,Full Removal
Perenco UK Limited,Thames Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,45,,,,Yes,No,No,None,Seabed Laid,Full Removal
Perenco UK Limited,Gawain Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,30,,,,Yes,No,No,None,Seabed Laid,Full Removal
BP Exploration (Alpha) Limited,Miller Drilling Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,150,326.4,,,Yes,No,No,None,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,North-West Hutton Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,290,,,,Yes,No,No,None,Seabed Laid,Leave In-Situ
Marathon Oil UK LLC,Central Brae Drilling Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,660,7700,,,Yes,No,No,None,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,Huntington Drilling Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,246.8,1588.905,,,Yes,No,No,None,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,Balmoral Drilling Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,1100,10890,,,Yes,No,No,None,Seabed Laid,Full Removal
Repsol Sinopec Resources UK Limited,Fulmar Template,Subsea Template,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,50,429.3,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Ensign Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,465,,,,Yes,No,No,None,Surface,Full Removal
Fairfield Betula Limited,Dunlin Alpha Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,19640,,,,Yes,No,No,None,Surface,Full Removal
INEOS UK SNS Limited,Windermere Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,452,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,A1D Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1104,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,A2D Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1165,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,B1D Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,911,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,C1D Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,830,,,,Yes,No,No,None,Surface,Full Removal
Ithaca Energy UK Limited,Anglia Alpha Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,870,,,,Yes,No,No,None,Surface,Full Removal
INEOS UK SNS Limited,Cavendish Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,546,,,,Yes,No,No,None,Surface,Full Removal
TAQA Bratani Limited,Eider Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,11606,,,,Yes,No,No,None,Surface,Full Removal
Chrysaor Production (U.K.) Limited,Europa EZ Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,318,,,,Yes,No,No,None,Surface,Full Removal
Chrysaor Production (U.K.) Limited,Ganymede ZD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1082,,,,Yes,No,No,None,Surface,Full Removal
Chrysaor Production (U.K.) Limited,Caister CM Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1255,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Goldeneye Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1245,,,,Yes,No,No,None,Surface,Full Removal
Spirit Energy North Sea Limited,DP3 Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,6763,,,,Yes,No,No,None,Surface,Full Removal
Spirit Energy North Sea Limited,DP4 Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,6760,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,Pickerill Alpha Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1615,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,Pickerill Bravo Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1334,,,,Yes,No,No,None,Surface,Full Removal
DNO North Sea (ROGB) Limited,Ketch Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2179,,,,Yes,No,No,None,Surface,Full Removal
DNO North Sea (ROGB) Limited,Schooner Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2375,,,,Yes,No,No,None,Surface,Full Removal
CNR International (U.K.) Limited,Ninian Northern Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,12453,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking BA Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2305,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking BC Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,3375,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking BD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2302,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking BP Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1781,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking AR Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1395,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking KD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,446,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking LD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,451,,,,Yes,No,No,None,Surface,Full Removal
